DPPressure,ROPenetration,WOBit,HLoad,WBoPressure,BTBR,WellDepth,FPress
603.7021,33.86046,9814.054,340213.0,6949.327,12679.56,12679.56,6796.473
603.7028,33.85454,9726.459,340300.6,6949.329,12679.57,12679.57,6796.475
603.7026,33.85236,9767.949,340259.1,6949.329,12679.57,12679.57,6796.475
603.7021,33.85956,9809.445,340217.6,6949.33,12679.57,12679.57,6796.475
603.7026,33.85361,9724.154,340302.9,6949.332,12679.57,12679.57,6796.478
603.7023,33.85126,9765.643,340261.4,6949.332,12679.57,12679.57,6796.478
603.7017,33.8566,9800.22,340226.8,6949.333,12679.57,12679.57,6796.478
603.702,33.85805,9712.629,340314.4,6949.334,12679.58,12679.58,6796.48
603.7023,33.85118,9754.12,340272.9,6949.335,12679.58,12679.58,6796.48
603.7017,33.85732,9800.223,340224.5,6949.335,12679.58,12679.58,6796.48
603.7021,33.85854,9712.631,340314.4,6949.337,12679.58,12679.58,6796.482
603.7026,33.85178,9747.207,340279.8,6949.337,12679.58,12679.58,6796.482
603.7021,33.855,9788.698,340238.3,6949.338,12679.58,12679.58,6796.482
603.7021,33.86024,9705.715,340321.3,6949.337,12679.59,12679.59,6796.484
603.7025,33.85127,9747.207,340279.8,6949.34,12679.59,12679.59,6796.484
603.7019,33.85434,9786.393,340240.6,6949.341,12679.59,12679.59,6796.484
603.7019,33.86427,9698.798,340199.1,6949.341,12679.6,12679.6,6796.487
603.7026,33.85217,9740.294,340286.7,6949.343,12679.6,12679.6,6796.487
603.7021,33.85378,9781.784,340245.2,6949.344,12679.6,12679.6,6796.487
603.702,33.86317,9698.798,340203.7,6949.343,12679.6,12679.6,6796.489
603.7025,33.85149,9737.988,340289.0,6949.346,12679.6,12679.6,6796.489
603.7019,33.85285,9779.478,340247.5,6949.346,12679.6,12679.6,6796.489
603.7017,33.86405,9698.8,340199.1,6949.346,12679.61,12679.61,6796.491
603.7023,33.852,9740.296,340286.7,6949.349,12679.61,12679.61,6796.491
603.7019,33.85362,9781.786,340245.2,6949.349,12679.61,12679.61,6796.491
603.7017,33.86301,9696.494,340203.7,6949.349,12679.61,12679.61,6796.494
603.7021,33.85088,9737.989,340288.9,6949.352,12679.61,12679.61,6796.494
603.7015,33.85221,9779.478,340247.5,6949.352,12679.61,12679.61,6796.494
603.7012,33.86122,9820.975,340206.0,6949.352,12679.61,12679.61,6796.494
603.7019,33.85196,9733.381,340293.5,6949.354,12679.62,12679.62,6796.496
603.7016,33.85168,9774.87,340252.1,6949.355,12679.62,12679.62,6796.496
603.7013,33.85959,9814.06,340212.9,6949.355,12679.62,12679.62,6796.496
603.702,33.85353,9726.468,340300.4,6949.357,12679.62,12679.62,6796.499
603.702,33.85135,9767.957,340258.9,6949.357,12679.62,12679.62,6796.499
603.7015,33.85861,9809.45,340217.5,6949.358,12679.62,12679.62,6796.499
603.702,33.85291,9726.468,340300.4,6949.36,12679.63,12679.63,6796.5
603.7018,33.85082,9765.651,340261.3,6949.36,12679.63,12679.63,6796.5
603.7014,33.85771,9807.144,340219.8,6949.36,12679.63,12679.63,6796.5
603.7019,33.85534,9719.554,340307.3,6949.363,12679.63,12679.63,6796.503
603.7019,33.85143,9767.958,340258.9,6949.363,12679.63,12679.63,6796.503
603.7015,33.85868,9809.452,340217.4,6949.363,12679.63,12679.63,6796.503
603.702,33.85286,9724.164,340302.7,6949.366,12679.64,12679.64,6796.505
603.7017,33.85052,9765.652,340261.2,6949.366,12679.64,12679.64,6796.505
603.701,33.85752,9807.145,340219.7,6949.366,12679.64,12679.64,6796.505
603.7016,33.85489,9719.556,340307.3,6949.369,12679.64,12679.64,6796.507
603.7017,33.85059,9761.045,340265.8,6949.369,12679.64,12679.64,6796.507
603.7012,33.85513,9795.62,340231.2,6949.369,12679.64,12679.64,6796.507
603.7014,33.86069,9705.726,340321.1,6949.368,12679.65,12679.65,6796.51
603.702,33.85115,9747.218,340279.6,6949.372,12679.65,12679.65,6796.51
603.7015,33.85436,9788.708,340238.1,6949.372,12679.65,12679.65,6796.51
603.7015,33.85959,9705.726,340321.1,6949.371,12679.65,12679.65,6796.512
603.702,33.85062,9747.217,340279.6,6949.375,12679.65,12679.65,6796.512
603.7014,33.85377,9786.401,340240.4,6949.375,12679.65,12679.65,6796.512
603.7014,33.86366,9698.809,340198.9,6949.375,12679.66,12679.66,6796.515
603.7021,33.85153,9740.304,340286.5,6949.377,12679.66,12679.66,6796.515
603.7017,33.85313,9781.794,340245.0,6949.377,12679.66,12679.66,6796.515
603.7015,33.86252,9698.81,340203.5,6949.377,12679.66,12679.66,6796.517
603.702,33.85093,9737.999,340286.5,6949.38,12679.66,12679.66,6796.517
603.7015,33.85225,9779.487,340247.3,6949.38,12679.66,12679.66,6796.517
603.7012,33.86137,9820.984,340205.8,6949.38,12679.66,12679.66,6796.517
603.702,33.85226,9733.391,340293.4,6949.383,12679.67,12679.67,6796.519
603.7015,33.85301,9781.795,340245.0,6949.383,12679.67,12679.67,6796.519
603.7015,33.85936,9703.424,340321.0,6949.382,12679.67,12679.67,6796.521
603.7018,33.84986,9744.914,340281.8,6949.386,12679.67,12679.67,6796.521
603.701,33.85278,9786.402,340240.3,6949.386,12679.67,12679.67,6796.521
603.701,33.85957,9705.73,340321.0,6949.385,12679.68,12679.68,6796.523
603.7016,33.85003,9747.221,340279.5,6949.389,12679.68,12679.68,6796.523
603.701,33.85447,9793.32,340231.1,6949.389,12679.68,12679.68,6796.523
603.7014,33.85709,9712.647,340314.1,6949.391,12679.68,12679.68,6796.526
603.7018,33.8502,9754.137,340272.6,6949.391,12679.68,12679.68,6796.526
603.7013,33.8549,9795.627,340231.1,6949.392,12679.68,12679.68,6796.526
603.7015,33.85622,9712.647,340314.1,6949.394,12679.69,12679.69,6796.528
603.7018,33.84978,9754.137,340272.6,6949.394,12679.69,12679.69,6796.528
603.7012,33.85415,9793.321,340233.4,6949.395,12679.69,12679.69,6796.528
603.7012,33.86291,9698.814,340198.8,6949.395,12679.69,12679.69,6796.531
603.702,33.85085,9740.31,340286.4,6949.397,12679.69,12679.69,6796.531
603.7014,33.85362,9788.713,340238.0,6949.397,12679.69,12679.69,6796.531
603.7014,33.85886,9705.733,340320.9,6949.396,12679.7,12679.7,6796.533
603.7018,33.84947,9751.833,340274.8,6949.4,12679.7,12679.7,6796.533
603.701,33.85395,9793.322,340233.3,6949.4,12679.7,12679.7,6796.533
603.7012,33.85965,9705.734,340320.9,6949.399,12679.7,12679.7,6796.535
603.7017,33.85027,9747.226,340279.4,6949.403,12679.7,12679.7,6796.535
603.7011,33.85458,9795.63,340231.0,6949.403,12679.7,12679.7,6796.535
603.7013,33.86033,9705.736,340320.9,6949.402,12679.71,12679.71,6796.538
603.702,33.8508,9747.228,340279.4,6949.405,12679.71,12679.71,6796.538
603.7015,33.85399,9788.718,340237.9,6949.406,12679.71,12679.71,6796.538
603.7016,33.85659,9712.652,340314.0,6949.408,12679.71,12679.71,6796.54
603.7018,33.85012,9754.142,340272.5,6949.408,12679.71,12679.71,6796.54
603.7012,33.85467,9793.327,340233.3,6949.409,12679.71,12679.71,6796.54
603.7016,33.85738,9712.653,340313.9,6949.411,12679.72,12679.72,6796.542
603.7019,33.85044,9761.058,340265.5,6949.411,12679.72,12679.72,6796.542
603.7014,33.85647,9802.55,340224.0,6949.412,12679.72,12679.72,6796.542
603.7018,33.85408,9719.569,340307.0,6949.414,12679.72,12679.72,6796.544
603.7018,33.84978,9758.752,340267.8,6949.414,12679.72,12679.72,6796.544
603.7012,33.85545,9800.243,340226.3,6949.415,12679.72,12679.72,6796.544
603.7015,33.85693,9712.655,340313.9,6949.417,12679.73,12679.73,6796.547
603.7018,33.8503,9761.06,340265.5,6949.417,12679.73,12679.73,6796.547
603.7013,33.85632,9802.551,340224.0,6949.417,12679.73,12679.73,6796.547
603.7018,33.85205,9724.181,340302.4,6949.419,12679.74,12679.74,6796.549
603.7013,33.85018,9772.582,340254.0,6949.42,12679.74,12679.74,6796.549
603.7008,33.85831,9814.075,340212.5,6949.42,12679.74,12679.74,6796.549
603.7015,33.85104,9733.402,340293.1,6949.422,12679.74,12679.74,6796.551
603.7012,33.85082,9774.89,340251.6,6949.423,12679.74,12679.74,6796.551
603.7009,33.8608,9820.995,340205.5,6949.423,12679.74,12679.74,6796.551
603.7018,33.85149,9733.403,340293.1,6949.425,12679.75,12679.75,6796.554
603.7014,33.85221,9781.807,340244.7,6949.426,12679.75,12679.75,6796.554
603.7013,33.86162,9698.824,340203.2,6949.425,12679.75,12679.75,6796.556
603.7018,33.84962,9747.232,340279.3,6949.428,12679.75,12679.75,6796.556
603.7011,33.85669,9807.163,340219.3,6949.428,12679.75,12679.75,6796.556
603.7018,33.85257,9726.49,340300.0,6949.431,12679.76,12679.76,6796.558
603.7017,33.85041,9767.978,340258.5,6949.431,12679.76,12679.76,6796.558
603.7012,33.85945,9816.387,340210.1,6949.431,12679.76,12679.76,6796.558
603.7018,33.84972,9738.015,340288.5,6949.434,12679.76,12679.76,6796.561
603.7013,33.85109,9779.501,340247.0,6949.434,12679.76,12679.76,6796.561
603.701,33.86023,9820.996,340205.5,6949.434,12679.76,12679.76,6796.561
603.7017,33.85112,9733.406,340293.1,6949.437,12679.77,12679.77,6796.563
603.7014,33.85096,9774.894,340251.6,6949.437,12679.77,12679.77,6796.563
603.7011,33.86127,9696.522,340203.2,6949.437,12679.77,12679.77,6796.565
603.7016,33.84916,9738.015,340288.4,6949.439,12679.77,12679.77,6796.565
603.7009,33.85159,9786.416,340240.0,6949.44,12679.77,12679.77,6796.565
603.7009,33.8584,9705.747,340320.7,6949.439,12679.78,12679.78,6796.567
603.7014,33.84889,9747.236,340279.2,6949.442,12679.78,12679.78,6796.567
603.7009,33.85204,9786.419,340237.7,6949.442,12679.78,12679.78,6796.567
603.7009,33.86184,9698.83,340198.5,6949.442,12679.78,12679.78,6796.57
603.7017,33.84971,9740.323,340286.1,6949.445,12679.78,12679.78,6796.57
603.7012,33.85249,9788.726,340237.7,6949.445,12679.78,12679.78,6796.57
603.7012,33.85776,9705.748,340320.7,6949.445,12679.79,12679.79,6796.572
603.7016,33.84873,9751.847,340272.3,6949.448,12679.79,12679.79,6796.572
603.701,33.85306,9793.335,340233.0,6949.448,12679.79,12679.79,6796.572
603.7012,33.85872,9705.75,340320.6,6949.447,12679.79,12679.79,6796.574
603.7018,33.84935,9747.239,340279.1,6949.451,12679.79,12679.79,6796.574
603.7012,33.85394,9795.643,340230.7,6949.451,12679.79,12679.79,6796.574
603.7015,33.85308,9717.275,340306.8,6949.453,12679.8,12679.8,6796.577
603.7014,33.84856,9758.763,340267.6,6949.454,12679.8,12679.8,6796.577
603.7007,33.85436,9800.252,340226.1,6949.454,12679.8,12679.8,6796.577
603.7012,33.85363,9719.582,340306.8,6949.456,12679.8,12679.8,6796.579
603.7014,33.84924,9761.069,340265.3,6949.457,12679.8,12679.8,6796.579
603.7009,33.85691,9807.171,340216.8,6949.457,12679.8,12679.8,6796.579
603.7017,33.8525,9726.499,340299.8,6949.459,12679.81,12679.81,6796.582
603.7016,33.85028,9767.986,340258.3,6949.459,12679.81,12679.81,6796.582
603.7012,33.85934,9816.396,340209.9,6949.459,12679.81,12679.81,6796.582
603.7018,33.84974,9740.328,340286.0,6949.462,12679.81,12679.81,6796.583
603.7013,33.85141,9779.511,340246.8,6949.462,12679.81,12679.81,6796.583
603.7012,33.86234,9698.836,340198.4,6949.462,12679.82,12679.82,6796.586
603.7019,33.84972,9747.245,340279.1,6949.465,12679.82,12679.82,6796.586
603.7013,33.85575,9802.564,340223.7,6949.465,12679.82,12679.82,6796.586
603.7018,33.85167,9726.501,340299.8,6949.467,12679.82,12679.82,6796.588
603.7016,33.8494,9765.683,340260.6,6949.468,12679.82,12679.82,6796.588
603.701,33.85811,9814.09,340212.2,6949.468,12679.82,12679.82,6796.588
603.7017,33.85221,9726.502,340299.8,6949.47,12679.83,12679.83,6796.59
603.7015,33.85074,9774.904,340251.3,6949.471,12679.83,12679.83,6796.59
603.7012,33.85909,9816.398,340209.8,6949.471,12679.83,12679.83,6796.59
603.7016,33.8485,9744.939,340281.3,6949.473,12679.83,12679.83,6796.593
603.7009,33.85142,9786.427,340239.8,6949.474,12679.83,12679.83,6796.593
603.7009,33.8582,9705.758,340320.5,6949.473,12679.84,12679.84,6796.595
603.7014,33.84851,9754.161,340272.1,6949.476,12679.84,12679.84,6796.595
603.7009,33.8531,9793.344,340230.6,6949.477,12679.84,12679.84,6796.595
603.7011,33.85846,9705.759,340320.5,6949.476,12679.84,12679.84,6796.598
603.7017,33.84882,9754.162,340272.1,6949.479,12679.84,12679.84,6796.598
603.7012,33.85502,9802.566,340223.6,6949.479,12679.84,12679.84,6796.598
603.7015,33.85245,9719.59,340306.6,6949.481,12679.85,12679.85,6796.6
603.7015,33.84844,9758.771,340265.1,6949.482,12679.85,12679.85,6796.6
603.701,33.85565,9807.176,340219.0,6949.482,12679.85,12679.85,6796.6
603.7015,33.85324,9719.591,340306.6,6949.484,12679.85,12679.85,6796.602
603.7017,33.84885,9761.078,340265.1,6949.485,12679.85,12679.85,6796.602
603.7012,33.85487,9802.567,340223.6,6949.485,12679.85,12679.85,6796.602
603.7015,33.8525,9719.591,340306.6,6949.487,12679.86,12679.86,6796.604
603.7014,33.84845,9765.687,340260.5,6949.488,12679.86,12679.86,6796.604
603.7008,33.85723,9814.093,340212.1,6949.488,12679.86,12679.86,6796.604
603.7016,33.85005,9733.422,340292.7,6949.49,12679.87,12679.87,6796.606
603.7012,33.85081,9781.823,340244.3,6949.491,12679.87,12679.87,6796.606
603.701,33.86012,9821.013,340205.1,6949.491,12679.87,12679.87,6796.606
603.7019,33.84988,9740.339,340285.8,6949.493,12679.87,12679.87,6796.609
603.7014,33.85259,9788.741,340237.4,6949.494,12679.87,12679.87,6796.609
603.7014,33.85783,9705.764,340320.4,6949.493,12679.88,12679.88,6796.611
603.7018,33.84885,9747.253,340278.9,6949.496,12679.88,12679.88,6796.611
603.7012,33.85332,9793.351,340232.8,6949.497,12679.88,12679.88,6796.611
603.7014,33.85877,9705.766,340320.3,6949.496,12679.88,12679.88,6796.614
603.702,33.84929,9747.255,340278.8,6949.499,12679.88,12679.88,6796.614
603.7014,33.85381,9795.658,340230.4,6949.499,12679.88,12679.88,6796.614
603.7017,33.85507,9712.681,340313.4,6949.501,12679.89,12679.89,6796.616
603.7018,33.84861,9758.778,340267.3,6949.502,12679.89,12679.89,6796.616
603.7012,33.85428,9800.267,340225.8,6949.502,12679.89,12679.89,6796.616
603.7015,33.85577,9712.683,340313.4,6949.504,12679.89,12679.89,6796.618
603.7019,33.84895,9754.171,340271.9,6949.504,12679.89,12679.89,6796.618
603.7013,33.85513,9802.575,340223.5,6949.505,12679.89,12679.89,6796.618
603.7017,33.85265,9717.293,340308.8,6949.507,12679.9,12679.9,6796.621
603.7015,33.84851,9765.692,340260.3,6949.508,12679.9,12679.9,6796.621
603.7009,33.85547,9807.183,340218.8,6949.508,12679.9,12679.9,6796.621
603.7016,33.84996,9733.429,340292.6,6949.51,12679.9,12679.9,6796.623
603.7012,33.85065,9781.829,340244.2,6949.511,12679.9,12679.9,6796.623
603.701,33.85949,9821.019,340205.0,6949.51,12679.9,12679.9,6796.623
603.7018,33.85026,9733.43,340292.6,6949.513,12679.91,12679.91,6796.625
603.7015,33.85098,9781.831,340244.2,6949.513,12679.91,12679.91,6796.625
603.7014,33.85734,9705.77,340320.3,6949.513,12679.91,12679.91,6796.627
603.7018,33.84825,9754.173,340271.8,6949.516,12679.91,12679.91,6796.627
603.7012,33.85265,9793.355,340232.6,6949.516,12679.91,12679.91,6796.627
603.7014,33.85818,9705.771,340320.2,6949.515,12679.92,12679.92,6796.63
603.7019,33.8486,9754.175,340271.8,6949.519,12679.92,12679.92,6796.63
603.7013,33.85478,9802.578,340223.4,6949.519,12679.92,12679.92,6796.63
603.7017,33.85239,9719.603,340306.4,6949.521,12679.92,12679.92,6796.632
603.7016,33.84838,9765.697,340260.3,6949.521,12679.92,12679.92,6796.632
603.701,33.85691,9814.104,340211.8,6949.522,12679.92,12679.92,6796.632
603.7017,33.85109,9726.519,340299.4,6949.524,12679.93,12679.93,6796.634
603.7014,33.84963,9774.919,340251.0,6949.524,12679.93,12679.93,6796.634
603.7011,33.85797,9816.411,340209.5,6949.524,12679.93,12679.93,6796.634
603.7016,33.84779,9738.041,340287.9,6949.527,12679.93,12679.93,6796.637
603.701,33.84912,9779.525,340246.4,6949.527,12679.93,12679.93,6796.637
603.7007,33.85812,9821.019,340204.9,6949.527,12679.93,12679.93,6796.637
603.7015,33.84797,9740.348,340285.6,6949.53,12679.94,12679.94,6796.639
603.701,33.8495,9781.833,340244.1,6949.53,12679.94,12679.94,6796.639
603.701,33.86041,9698.857,340198.0,6949.53,12679.94,12679.94,6796.641
603.7018,33.84779,9747.264,340278.6,6949.533,12679.94,12679.94,6796.641
603.7012,33.85106,9788.749,340237.2,6949.533,12679.94,12679.94,6796.641
603.7014,33.85371,9712.691,340313.2,6949.535,12679.95,12679.95,6796.644
603.7016,33.84729,9751.872,340271.7,6949.536,12679.95,12679.95,6796.644
603.701,33.85307,9800.273,340225.6,6949.536,12679.95,12679.95,6796.644
603.7015,33.85233,9719.607,340306.3,6949.538,12679.95,12679.95,6796.646
603.7015,33.84843,9768.008,340257.8,6949.539,12679.95,12679.95,6796.646
603.7011,33.8575,9816.414,340209.4,6949.539,12679.95,12679.95,6796.646
603.7017,33.84765,9738.046,340287.8,6949.541,12679.96,12679.96,6796.648
603.701,33.85019,9786.444,340239.4,6949.542,12679.96,12679.96,6796.648
603.701,33.85717,9705.779,340320.1,6949.541,12679.96,12679.96,6796.65
603.7015,33.84764,9754.181,340271.7,6949.544,12679.96,12679.96,6796.65
603.7009,33.85233,9795.668,340230.2,6949.544,12679.96,12679.96,6796.65
603.7014,33.85514,9712.695,340313.1,6949.547,12679.97,12679.97,6796.653
603.7017,33.8484,9761.098,340264.7,6949.547,12679.97,12679.97,6796.653
603.7012,33.85609,9809.502,340216.3,6949.547,12679.97,12679.97,6796.653
603.7017,33.85036,9726.525,340299.3,6949.549,12679.97,12679.97,6796.655
603.7013,33.84998,9779.535,340246.3,6949.55,12679.97,12679.97,6796.655
603.7012,33.86091,9698.864,340197.8,6949.55,12679.98,12679.98,6796.657
603.702,33.84829,9747.271,340278.5,6949.553,12679.98,12679.98,6796.657
603.7014,33.85283,9795.672,340230.1,6949.553,12679.98,12679.98,6796.657
603.7017,33.85194,9719.612,340306.2,6949.555,12679.98,12679.98,6796.66
603.7016,33.84797,9765.707,340260.1,6949.556,12679.98,12679.98,6796.66
603.7011,33.8586,9821.029,340204.8,6949.556,12679.98,12679.98,6796.66
603.7019,33.84861,9740.357,340285.4,6949.558,12679.99,12679.99,6796.662
603.7012,33.85268,9795.674,340230.1,6949.559,12679.99,12679.99,6796.662
603.7017,33.84982,9724.224,340301.5,6949.561,12679.99,12679.99,6796.664
603.7012,33.84806,9772.622,340253.1,6949.562,12679.99,12679.99,6796.664
603.7007,33.85602,9814.112,340211.6,6949.562,12679.99,12679.99,6796.664
603.7015,33.84863,9733.444,340292.3,6949.564,12680.0,12680.0,6796.667
603.701,33.85036,9788.758,340237.0,6949.564,12680.0,12680.0,6796.667
603.7012,34.06433,9705.828,340319.9,6949.563,12680.0,12680.0,7603.079
603.7018,35.26099,9734.073,340284.7,6949.567,12680.0,12680.0,7603.079
603.701,36.57972,9734.073,340284.7,6949.567,12680.0,12680.0,7603.079
603.7,37.61519,9611.024,340407.8,6949.57,12680.01,12680.01,7603.08
603.696,38.73221,9611.022,340407.7,6949.572,12680.01,12680.01,7603.08
603.6896,39.77134,9488.394,340530.3,6949.574,12680.01,12680.01,7603.08
603.6807,40.69816,9488.392,340530.2,6949.58,12680.01,12680.01,7603.08
603.6684,41.56784,9364.115,340530.2,6949.583,12680.02,12680.02,7603.081
603.6541,42.32218,9364.112,340654.4,6949.588,12680.02,12680.02,7603.081
603.637,43.03038,9364.11,340654.3,6949.591,12680.02,12680.02,7603.081
603.6178,43.63792,9237.365,340781.0,6949.597,12680.03,12680.03,7603.081
603.5948,44.20089,9237.362,340780.9,6949.6,12680.03,12680.03,7603.081
603.5738,44.60834,9112.462,340905.8,6949.605,12680.03,12680.03,7603.082
603.546,45.04854,9112.46,340905.7,6949.608,12680.03,12680.03,7603.082
603.5178,45.41212,8984.622,341033.5,6949.614,12680.04,12680.04,7603.082
603.485,45.73817,8984.62,341033.4,6949.617,12680.04,12680.04,7603.082
603.4506,45.9949,8857.627,341160.3,6949.623,12680.04,12680.04,7603.083
603.4131,46.22055,8857.625,341160.3,6949.625,12680.04,12680.04,7603.083
603.3741,46.38163,8725.95,341291.9,6949.631,12680.05,12680.05,7603.083
603.3339,46.51794,8725.948,341291.8,6949.634,12680.05,12680.05,7603.083
603.2903,46.5964,8596.378,341421.3,6949.639,12680.05,12680.05,7603.084
603.244,46.65499,8596.375,341421.3,6949.642,12680.05,12680.05,7603.084
603.196,46.65522,8472.612,341545.0,6949.647,12680.06,12680.06,7603.084
603.1404,46.64767,8342.362,341544.9,6949.65,12680.06,12680.06,7603.085
603.0885,46.57522,8342.36,341675.1,6949.655,12680.06,12680.06,7603.085
603.0339,46.49985,8218.647,341798.8,6949.657,12680.07,12680.07,7603.085
602.9778,46.37708,8218.646,341798.7,6949.663,12680.07,12680.07,7603.085
602.9197,46.24403,8095.395,341921.9,6949.667,12680.07,12680.07,7603.086
602.8634,46.07752,8095.393,341921.9,6949.669,12680.07,12680.07,7603.086
602.796,45.87165,7970.68,342046.5,6949.674,12680.08,12680.08,7603.086
602.7327,45.66719,7970.678,342046.5,6949.677,12680.08,12680.08,7603.086
602.6683,45.44504,7839.784,342177.3,6949.681,12680.08,12680.08,7603.087
602.6049,45.20292,7839.782,342177.3,6949.683,12680.08,12680.08,7603.087
602.538,44.94738,7713.249,342303.8,6949.688,12680.09,12680.09,7603.087
602.4791,44.71262,7713.248,342303.8,6949.689,12680.09,12680.09,7603.087
602.4092,44.43515,7585.093,342431.8,6949.693,12680.09,12680.09,7603.088
602.3381,44.13137,7585.092,342431.8,6949.695,12680.09,12680.09,7603.088
602.2589,43.78046,7461.573,342555.3,6949.699,12680.1,12680.1,7603.088
602.1852,43.45829,7461.572,342555.3,6949.701,12680.1,12680.1,7603.088
602.1107,43.12798,7336.826,342680.0,6949.705,12680.1,12680.1,7603.089
602.024,42.73877,7336.825,342679.9,6949.707,12680.1,12680.1,7603.089
601.9506,42.38443,7213.974,342802.8,6949.71,12680.11,12680.11,7603.089
601.873,42.02969,7213.973,342802.7,6949.712,12680.11,12680.11,7603.089
601.7948,41.66794,7087.464,342929.2,6949.715,12680.11,12680.11,7603.09
601.7155,41.29578,7087.464,342929.2,6949.716,12680.11,12680.11,7603.09
601.6357,40.928,6960.437,343056.2,6949.72,12680.12,12680.12,7603.09
601.5589,40.54026,6960.437,343056.2,6949.721,12680.12,12680.12,7603.09
601.4659,40.1183,6830.441,343186.1,6949.721,12680.12,12680.12,7603.091
601.3727,39.66277,6830.441,343186.1,6949.726,12680.12,12680.12,7603.091
601.2901,39.29294,6700.52,343186.1,6949.727,12680.13,12680.13,7603.092
601.2114,38.88074,6700.521,343316.0,6949.729,12680.13,12680.13,7603.092
601.1158,38.44533,6700.52,343315.9,6949.73,12680.13,12680.13,7603.092
601.0205,37.97798,6576.184,343440.3,6949.734,12680.13,12680.13,7603.092
600.9359,37.59223,6576.184,343440.3,6949.734,12680.13,12680.13,7603.092
600.8433,37.12647,6452.132,343564.3,6949.737,12680.14,12680.14,7603.093
600.7584,36.73492,6452.132,343564.3,6949.738,12680.14,12680.14,7603.093
600.6617,36.27959,6326.125,343690.3,6949.741,12680.14,12680.14,7603.093
600.5763,35.88035,6326.125,343690.3,6949.742,12680.14,12680.14,7603.093
600.4809,35.43644,6200.922,343815.4,6949.744,12680.15,12680.15,7603.094
600.3976,35.02975,6200.922,343815.4,6949.745,12680.15,12680.15,7603.094
600.2995,34.61242,6257.774,343765.7,6949.745,12680.15,12680.15,7603.094
600.2042,34.19056,6187.43,343835.9,6949.747,12680.15,12680.15,7603.094
600.1337,33.90878,6229.13,343794.2,6949.746,12680.15,12680.15,7603.094
600.0474,33.55225,6158.735,343864.5,6949.745,12680.16,12680.16,7603.095
599.96,33.21041,6213.245,343810.0,6949.743,12680.16,12680.16,7603.095
599.8858,32.95574,6260.521,343762.7,6949.741,12680.16,12680.16,7603.095
599.8051,32.64763,6184.84,343838.4,6949.74,12680.17,12680.17,7603.095
599.7289,32.38509,6235.728,343787.5,6949.738,12680.17,12680.17,7603.095
599.6629,32.16665,6157.601,343865.6,6949.737,12680.17,12680.17,7603.096
599.5891,31.92541,6209.939,343813.3,6949.735,12680.17,12680.17,7603.096
599.5177,31.7309,6137.761,343761.3,6949.732,12680.17,12680.17,7603.096
599.4523,31.50905,6187.253,343836.0,6949.732,12680.17,12680.17,7603.096
599.3936,31.35409,6232.866,343790.6,6949.73,12680.17,12680.17,7603.096
599.33,31.1875,6161.063,343862.8,6949.73,12680.18,12680.18,7603.097
599.2758,31.04128,6211.465,343812.8,6949.729,12680.18,12680.18,7603.097
599.2242,30.9297,6261.831,343762.8,6949.727,12680.18,12680.18,7603.097
599.1689,30.79554,6200.7,343824.5,6949.726,12680.19,12680.19,7603.097
599.1136,30.68494,6268.132,343757.5,6949.724,12680.19,12680.19,7603.097
599.0618,30.60941,6213.825,343812.4,6949.721,12680.19,12680.19,7603.098
599.0142,30.51834,6285.898,343740.8,6949.721,12680.19,12680.19,7603.098
598.9686,30.47634,6365.133,343662.2,6949.718,12680.19,12680.19,7603.098
598.9318,30.44093,6315.172,343712.7,6949.718,12680.2,12680.2,7603.098
598.8965,30.4208,6391.042,343637.3,6949.715,12680.2,12680.2,7603.098
598.8593,30.44377,6477.696,343547.3,6949.712,12680.2,12680.2,7603.098
598.8289,30.45603,6443.506,343585.9,6949.711,12680.2,12680.2,7603.099
598.7989,30.50621,6541.695,343488.3,6949.708,12680.2,12680.2,7603.099
598.7764,30.5799,6502.666,343527.4,6949.704,12680.21,12680.21,7603.099
598.7545,30.65002,6599.66,343429.8,6949.703,12680.21,12680.21,7603.099
598.7361,30.76613,6686.591,343342.2,6949.7,12680.21,12680.21,7603.099
598.7232,30.86322,6640.699,343388.1,6949.699,12680.21,12680.21,7603.1
598.71,30.98737,6725.38,343302.7,6949.696,12680.21,12680.21,7603.1
598.6997,31.14685,6677.19,343223.7,6949.693,12680.22,12680.22,7603.1
598.6927,31.26595,6750.959,343276.3,6949.693,12680.22,12680.22,7603.1
598.686,31.42128,6822.036,343204.4,6949.691,12680.22,12680.22,7603.1
598.6826,31.54987,6755.392,343271.1,6949.691,12680.22,12680.22,7603.101
598.6792,31.68672,6820.363,343205.4,6949.69,12680.22,12680.22,7603.101
598.6767,31.84757,6876.557,343148.6,6949.689,12680.22,12680.22,7603.101
598.676,31.96528,6807.743,343217.4,6949.69,12680.23,12680.23,7603.102
598.6743,32.10179,6861.627,343163.0,6949.69,12680.23,12680.23,7603.102
598.674,32.23221,6796.769,343227.9,6949.691,12680.23,12680.23,7603.102
598.6726,32.34343,6847.344,343177.3,6949.692,12680.23,12680.23,7603.102
598.6719,32.45598,6777.185,343247.5,6949.694,12680.24,12680.24,7603.103
598.6713,32.54047,6830.297,343194.4,6949.694,12680.24,12680.24,7603.103
598.67,32.6486,6883.571,343141.2,6949.694,12680.24,12680.24,7603.103
598.6699,32.71336,6808.493,343216.2,6949.696,12680.24,12680.24,7603.103
598.6685,32.78562,6855.326,343169.4,6949.697,12680.24,12680.24,7603.103
598.6682,32.86033,6784.147,343240.6,6949.699,12680.25,12680.25,7603.104
